Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent,Engagement Score,Membership Age,App vs Website Preference,Session Efficiency,Frequency of Visits,Payment Method,Number of Rejected Payments
33.370597269617335,11.438418941515495,36.46295870113047,4.523936535652651,526.7987530171574,1.4354366287072229,2,Website,15.78631478366699,8,PayPal,1
32.44435266212445,10.694564243423276,36.542535387805984,3.496907945028818,609.6772229433002,1.4559421210574457,4,Website,18.79147441443754,1,E-Wallet,0
32.07002370168223,10.878505405501674,36.17045318382469,4.704425069185923,569.0328539063797,1.4670696544218147,3,Website,17.74344974607958,5,PayPal,0
32.184087140494206,12.838288012718781,34.86801045909689,3.467060589830036,358.143632865299,1.4822945968161803,3,Website,11.127972382807794,7,E-Wallet,1
32.690588822679615,14.013620157700965,35.634588146353465,3.5774922882229507,512.7955317478157,1.5187309281382597,1,Website,15.686335126275111,7,Debit Card,0
32.262224684217905,12.482943353381282,37.650888404192074,3.164409617677784,652.0969800387362,1.5539483792045474,1,Website,20.212399684815605,8,PayPal,1
31.4500732581894,11.225345372647663,36.38529428248697,1.3821035149814445,371.59637075406937,1.513848291044509,3,Website,11.815437366503051,7,Credit Card,0
32.820781516109854,10.169826678848144,35.679250207746094,3.319465968286985,600.6669597041747,1.3969526247901665,1,Website,18.30142159806102,7,E-Wallet,1
34.04926325340357,11.918985498227892,37.360807461796064,4.629889008578741,572.733888082307,1.447308641989425,2,Website,16.820742458357195,2,PayPal,0
33.69665276246748,10.775334209808983,38.714352995623344,5.262533217433244,501.82212821145237,1.4686825885731798,2,Website,14.892343514024027,5,Credit Card,1
33.11297580275653,12.093170420030384,38.63558459985455,4.013701091568624,359.96838115404296,1.5319902180359748,1,Website,10.870916081304808,1,Debit Card,0
33.1803452348037,10.151294193224512,38.605228165147864,2.4681995899608977,468.30000222560045,1.4694398751231326,3,Website,14.113777265174106,6,E-Wallet,0
33.33013999187435,13.89040369318964,37.274059307304064,2.2483909810856435,533.7019500768629,1.5350809511441368,4,Website,16.012592512571974,9,PayPal,0
32.09205053347528,13.871524899288948,38.809773129563006,1.5098847286936197,627.0340742366157,1.6415684617565958,2,Website,19.53861046001268,8,Credit Card,0
32.62385221756885,12.055843918511531,37.424387333436755,4.6447586851205696,669.7057347137734,1.5166887994086058,2,Website,20.528101042375315,8,Credit Card,0
32.75432909734303,12.203961528968895,37.363236085443425,3.1776267829424985,574.3402366757153,1.513302179602058,4,Website,17.53478860668542,4,Credit Card,0
33.38161303087934,12.652246018006261,36.08453278410156,3.8694964851984905,435.34509393179223,1.4599887296346143,2,Website,13.041463680292512,7,E-Wallet,0
32.68375480257236,11.474071158838859,36.195114742908146,3.460407073755539,426.1579440819628,1.4584978436441833,2,Website,13.038830656275216,6,PayPal,0
31.633687942796858,12.370290771771527,35.04398269372225,4.501531517682735,414.62785530508836,1.4988538026686273,1,Website,13.107161455687974,2,PayPal,0
32.99106588843573,12.824027001719701,36.05483317417756,4.136671162284942,408.0047474042123,1.4815786898546566,2,Website,12.367128385119232,9,E-Wallet,1
34.118840787996135,11.337813557529948,38.74162899163598,3.7906487108836124,632.8257661277198,1.4677943737990398,3,Website,18.547692462938652,5,E-Wallet,1
33.093483333501695,11.37940880365063,37.896358331004755,3.69017126776226,364.10012251390447,1.488987020135526,2,Website,11.002169788071633,1,E-Wallet,0
34.789758853494966,12.5011031925706,37.12343055828186,4.687321059169589,569.6328970531133,1.426412122022145,3,Website,16.37357992195132,6,PayPal,0
34.13404571053948,13.36614902958967,37.58580076554131,3.2058919354153685,461.2652387563181,1.4927017508328546,2,Website,13.513348012359826,8,E-Wallet,1
33.86286418370162,13.390926596510656,36.43675929259662,2.111612673238472,433.47717826655816,1.4714551497711057,3,Website,12.800960247042337,3,E-Wallet,2
31.65619689556221,11.194702805942638,35.461673353059574,4.805256756559872,524.3828923011027,1.4738465366805586,3,Website,16.564936528260425,6,PayPal,1
31.54133438522078,12.303269276380837,36.55395391533863,2.212860590273147,550.3019813302906,1.548990369114261,4,Website,17.447010155288286,9,Credit Card,1
33.24381438674057,12.131625374341438,36.27643251910727,3.450928653500305,462.61218210771744,1.456152333492647,2,Website,13.915737127091896,4,Credit Card,1
34.24086625052339,11.34756823435575,36.868209158057056,4.570724121682949,587.4257130243368,1.4081354437601532,2,Website,17.15569076805578,8,PayPal,1
33.18145369659554,12.716962482823815,36.74754781998335,3.5317486407178853,421.7423557973143,1.4907276442768478,2,Website,12.710183214202747,7,PayPal,0
33.75886615609281,12.804899055124523,35.60169932827977,1.779291958252339,660.8949551185905,1.4338928967455224,4,Website,19.576929866742933,8,PayPal,2
33.637135474969085,11.802404050522899,37.24808167157306,4.231772333558781,418.11505890592935,1.4582242224102775,3,Website,12.43016246781976,2,Debit Card,0
34.83751085004071,12.308749535699501,37.77931791964761,4.301937587840609,591.8916577965707,1.4377625218676777,2,Website,16.990067411658348,9,PayPal,1
34.62101856134514,13.292167142825855,37.14583693323505,2.0390005445708352,413.5419722003241,1.456860779144599,3,Website,11.944823964886163,6,Credit Card,0
32.32825854198669,11.3718182783697,35.473087134693515,3.824453917764667,499.82018878604634,1.4490389376286033,4,Website,15.460782959802774,9,PayPal,0
31.957811472140843,12.565133430863975,37.07630786962442,2.809682328541874,462.9770029894543,1.5533429547815945,2,Website,14.487131053797397,8,E-Wallet,1
32.025650177929236,12.290507628336977,35.7133340071632,4.5287156461800855,501.1688314507231,1.4989185658620117,1,Website,15.648982258480675,6,E-Wallet,0
32.95533857490011,13.2275425093016,37.22271926171094,3.724447702953352,540.757658704154,1.5308676515748847,2,Website,16.40880300698877,1,E-Wallet,0
32.81603833050636,13.075990633630054,39.584055701761486,4.28266534205523,514.1543970314113,1.604704559551841,4,Website,15.667777805873797,1,Debit Card,1
33.56327949226441,12.980218431391519,36.95437671688789,3.978036014713555,594.7755687319329,1.4877746127218656,3,Website,17.72102064308154,9,E-Wallet,0
32.81085264868017,12.093574525799578,35.461626462938284,3.143334887006617,378.50394700011327,1.4493741292837385,4,Website,11.53593754642456,3,PayPal,1
32.670745455751906,12.512403420865024,37.428233705810406,3.590162243482513,589.3855369201971,1.5286041512065665,3,Website,18.040161884840977,9,Credit Card,1
31.46314134808847,12.871005679474866,35.64089348308641,4.140311806167669,525.1119243076371,1.5418644510367239,2,Website,16.689748760243866,1,PayPal,0
33.00218200402098,10.780855615500293,35.55001091665527,3.5423128599144094,602.4728578213436,1.4038728265455482,3,Website,18.255546186247273,2,PayPal,0
32.54697005464479,9.818595490808162,37.220192829415375,4.860668013100957,483.6049714050963,1.4452585983041644,3,Website,14.858678721648957,1,PayPal,0
32.310273392866726,12.322412812816095,37.675737528708446,2.8537795032636932,522.7230805611042,1.5474381703177678,1,Website,16.178231431384543,1,PayPal,0
31.101460504343567,13.110274673492826,37.723217150211674,4.072836090184392,501.14655441448735,1.6344406661097217,2,Website,16.113280414741237,7,E-Wallet,0
33.46909632973611,11.344386937268013,36.31399979343785,4.181874666192052,412.3952842933902,1.423952002204585,3,Website,12.321673708500805,8,Debit Card,0
32.50543948003184,11.727362215757676,36.64510928221187,3.269296719163649,515.9184971457721,1.4881346713581538,1,Website,15.871758862472909,5,PayPal,0
33.568677710102314,11.029070716814596,37.37107331804764,4.431172061640089,551.2837503681811,1.4418245619575438,2,Website,16.422563769983565,7,PayPal,1
31.89178249273017,11.53609595731259,37.68065406201467,2.61864595677083,525.0740194467998,1.543242370681111,4,Website,16.46424183303307,5,Debit Card,0
33.38516299018906,11.17093592449709,37.02373374454608,2.7280521519378773,432.0968317593423,1.4435954583539459,4,Website,12.942780356840647,3,Credit Card,0
33.35895312005765,12.429447885804688,35.725712495665164,1.5627973588377722,454.3070811069888,1.4435453117536752,2,Website,13.61874515282162,8,Debit Card,0
31.55966358243569,11.015940920079325,37.52256653377711,3.6413674585179385,411.2944492903729,1.537991915758893,4,Website,13.032282432797412,5,E-Wallet,0
33.358314066541816,12.516334567869531,36.36719975198161,3.573146684494259,567.7432302503242,1.4654078207411874,2,Website,17.019542088302575,5,Debit Card,1
33.12422752525928,13.282768245188251,36.440421952406254,3.3178303352652905,614.7032584538277,1.501112445857869,2,Website,18.557512261533596,3,PayPal,1
32.69095490156231,12.475868349344962,37.99613298815334,2.4001098465549493,522.4873450434884,1.5439133390100586,1,Website,15.982627201217626,4,Credit Card,2
32.56921356744661,9.431986395039338,36.0442963861954,3.4254006956834466,471.35924752736406,1.3962966188010424,1,Website,14.472540043106669,5,Debit Card,0
33.13441432089421,10.85244817510224,38.397064031209425,3.655616240186097,654.2205413638742,1.486355296017876,4,Website,19.744442591560453,4,PayPal,0
32.228423085495194,10.737679595022968,36.99018381703936,4.95705999789102,546.3904886720619,1.480924564178967,1,Website,16.953683623384347,1,PayPal,0
33.39706523084418,13.704347508944391,38.20005485347309,2.6503809001722676,456.1433083153252,1.5541605827832046,1,Website,13.65818538732109,3,Debit Card,1
34.1531349024276,11.327105773703488,37.46487931304455,4.166229362270462,420.742973698357,1.4286239089366846,4,Website,12.319307580413376,4,Debit Card,1
34.99697695994186,12.223745936763846,37.46794989327468,2.0499293873777997,542.7578357034197,1.419885377154618,3,Website,15.508706261248495,9,Credit Card,0
32.87057844547826,12.056162231801055,33.856765385148805,4.729764632149905,469.3787836461911,1.3967788152284777,1,Website,14.279602180556083,4,Debit Card,1
34.36051334709136,11.6945312765049,37.005092495495894,4.9047414098057,495.1932569541303,1.417313626256496,1,Website,14.41169553993432,5,Credit Card,0
34.00940512618351,13.623886157578317,36.62313221244863,5.111758307541599,359.0751116481997,1.477444788687064,3,Website,10.558112096225738,6,E-Wallet,1
32.86966647840216,13.373734186067466,36.58639389695181,2.7102199064257344,405.6860727443471,1.5199463041660868,2,Website,12.342263132207725,1,Debit Card,0
33.02609203951348,11.52965015521264,38.43797317768862,5.260176941592326,473.6893563041531,1.512974143992525,1,Website,14.342882462067141,6,Debit Card,1
31.729089022694087,12.7606897464816,37.01871961879756,3.566880861063238,355.8894893012963,1.5688887042951238,4,Website,11.216505114494398,7,Debit Card,0
34.18844158963717,13.800935871932474,37.90078495805629,1.741680651376588,533.4994778356939,1.5122573134676027,3,Website,15.604673773647598,4,PayPal,0
32.35867179107786,12.531947373090778,37.912394006488384,3.3652827293933396,535.6710624481218,1.5589126063415248,2,Website,16.554173357505373,8,PayPal,0
34.59216311108184,13.945610255183292,36.58703529553949,4.4608816236775635,456.01118727501307,1.4608119587217805,3,Website,13.182499915101486,5,E-Wallet,1
34.56319571163518,11.903114012639337,38.41970216936552,-0.06502177323963654,625.3802264503722,1.4559653743205359,2,Website,18.093819554996976,2,Credit Card,0
33.25077282892613,12.727931459060722,36.4557308843853,4.443019710870869,694.4182473914393,1.479173509635218,4,Website,20.88427390738233,7,Debit Card,0
32.599496635693825,10.98134382523297,36.86075213049275,4.881621914168155,454.19368524215326,1.4675716159169916,1,Website,13.932536760240884,1,PayPal,0
32.61320790786499,12.45065278253345,36.56643142098774,2.2485265722872754,576.6618561894735,1.5029826057589462,3,Website,17.681850182251036,1,Debit Card,0
32.88140880984391,12.482250509651006,37.977931266621596,3.8429645581999643,465.2850426494334,1.5346113078088681,1,Website,14.150398644419948,5,Credit Card,0
34.66969723086907,11.92177583046296,38.24619582420465,2.189098070145521,511.81678882601847,1.4470265292654256,2,Website,14.76265527840575,6,E-Wallet,0
33.950405896282405,10.581601398656083,37.44711258984753,3.4315485864334065,589.4517638771122,1.4146727475138314,4,Website,17.362141874764966,4,Credit Card,0
33.08702351148812,12.491242395516082,36.45433192035569,3.4158916297172786,529.7276889958922,1.4792981997572983,4,Website,16.010134269465667,5,Debit Card,0
32.83139260078155,9.853420301136426,36.57666519541137,3.472408190711401,503.58889456463805,1.4141978703468867,1,Website,15.338639474971592,7,E-Wallet,1
32.676885308103195,12.064914958101644,36.95738089124021,4.221169635693468,561.3336396423832,1.5002132359654652,3,Website,17.178309203881927,9,PayPal,0
32.62948711534608,12.36199587935593,37.90699687329882,2.771594450443066,590.2474168030454,1.5406001502552757,3,Website,18.089386900765728,3,E-Wallet,1
33.50895872618321,10.763868519167522,36.402960883320794,2.402130390223313,475.5934390952981,1.4075886328760532,1,Website,14.193023512953244,7,E-Wallet,2
34.680961813537344,12.372707197743573,37.09018470735803,4.84673860608663,386.7320043502211,1.4262260709792163,3,Website,11.151132613607745,3,Debit Card,2
32.20241054731002,11.697110118630938,36.54589096687003,3.2282375365343827,522.8832206322453,1.498117695711785,2,Website,16.237393777215956,2,E-Wallet,0
32.845724743655346,12.208275287538582,38.16206372474393,2.3533423220224883,491.68298371243884,1.5335432360040195,2,Website,14.96946672815965,9,E-Wallet,0
34.3607902705065,11.959393376803767,38.675531876996686,3.824630020117063,526.4201758237407,1.4736251656372066,4,Website,15.320374522223727,3,E-Wallet,2
33.424468270885704,13.104485691578601,35.56190610353791,4.499570144364002,395.0247242269844,1.4560109498438079,1,Website,11.81842957158034,6,PayPal,0
35.28887820866694,12.1612635475616,40.009227426326696,2.7589765610157624,544.8222512408664,1.478383378054654,1,Website,15.438922371498288,8,PayPal,0
34.0463346166891,11.689096229626,35.66436231577462,2.533555135740659,454.15605447223805,1.390853349663917,2,Website,13.33935237332762,2,Credit Card,0
33.79899265899895,11.206006371070577,36.15319809867312,3.8725721849148353,588.8483301365056,1.4012016555509492,3,Website,17.422067458561532,6,Credit Card,0
32.05413649816322,12.212049226318456,38.45337139196049,4.292699848421479,602.8067224697265,1.5806203552287923,2,Website,18.805894911699426,8,PayPal,1
32.365921996232395,11.96691610517699,37.765740435599106,2.5941247830356406,528.541343860323,1.5365746894701564,3,Website,16.330180364453966,9,E-Wallet,0
32.078012774264465,10.862621984846367,36.68763621054236,1.469650957149434,363.74711978684473,1.4823317931195952,3,Website,11.339453049868215,9,Debit Card,0
32.90253723205141,12.831347009024142,36.59801209913004,2.4940143860200608,511.342701669197,1.502296274586492,2,Website,15.541132833095979,9,E-Wallet,0
34.1875172863896,9.504975819477277,36.60088040418701,4.085027022400445,480.89131612426513,1.3486166847810122,2,Website,14.066283670025753,6,E-Wallet,0
32.24107948898065,12.097449060311327,37.22758398481834,4.286334687028287,513.2396584502718,1.5298815618747492,3,Website,15.918811236630173,1,Debit Card,0
32.10695470889703,11.266163427180969,37.28334263884527,2.8027353167648235,620.2404154808719,1.5121180599719999,3,Website,19.31794594362447,6,Debit Card,1
33.00583698610984,12.339541509282133,36.9116961198208,2.862226083307526,564.8615443696614,1.492197808824839,1,Website,17.113989401552743,7,Credit Card,0
35.194458069923215,12.2638323563766,36.14214374980046,3.22101029476291,399.4515798501762,1.3753863182096917,4,Website,11.349843178620869,7,PayPal,1
33.53207783968244,13.417395318757261,36.46940272569301,5.484967960304708,510.4166876491887,1.4877335750847323,1,Website,15.22174349258944,3,PayPal,1
31.50886889507743,10.205333315182164,37.488781040648945,2.063398035822155,366.415740927696,1.5136726905256275,3,Website,11.62897158091703,7,Debit Card,0
34.53811191432821,13.319988602057515,36.21275367988636,3.7366740891943273,438.339498383633,1.434147367546027,4,Website,12.691472523771251,3,E-Wallet,0
33.09091436871885,12.241810340755682,36.01765493897438,3.8437099942795427,464.6919572354838,1.4583902016727042,2,Website,14.042886577796153,2,Credit Card,2
32.61100414955863,12.000386614448585,36.99714008746647,4.282202757953876,569.3971174655566,1.502484452094929,4,Website,17.46027552093219,1,PayPal,0
32.06226412555667,13.669041669554181,36.293721544972726,1.764259586491934,392.2668694964463,1.5583042737989872,2,Website,12.23453427868721,3,PayPal,0
32.54314817204106,11.273255879055267,37.5462324857874,1.2822957989793435,436.9272446435837,1.5001464550004777,3,Website,13.426090258193367,4,E-Wallet,0
32.71305445368572,12.31142370047827,37.54574332997254,3.9022113802536893,493.9645292005068,1.524075567478337,2,Website,15.099920733475033,1,Debit Card,1
31.199814969417456,11.408691766865164,37.91408055638806,3.5012079817906,576.007993352152,1.5808674625666905,3,Website,18.461904146443302,3,E-Wallet,1
33.43275932557768,10.89146328004049,36.91731109612762,2.683192228578787,476.54201059958933,1.4299978625931749,3,Website,14.253744537173503,9,PayPal,1
33.546198844485104,13.571680564905034,36.25603144071528,4.878424128955606,432.2105864417443,1.4853459921529035,3,Website,12.88404055688707,1,PayPal,1
33.94157553175543,12.858596605941807,36.827364365595216,1.6120789818217354,483.05986383167647,1.463867254042208,3,Website,14.232099019084426,7,PayPal,0
32.618988546657434,13.430818146721352,38.17095591235359,3.1804526529629413,582.1206633327172,1.5819550623179188,2,Website,17.846067253129736,2,Debit Card,2
30.933402076106475,11.960081356233806,36.93601741900759,3.4922432286095813,530.3960149670224,1.580689335590722,2,Website,17.14638479343693,7,E-Wallet,0
31.501627985897482,12.16321631627171,38.84548599883394,-0.15223890048393285,549.7365488285766,1.6192401972984065,2,Website,17.45105202419,6,PayPal,0
34.67346476059613,10.284188400111384,37.35439367065136,3.606745315071925,565.6595949310746,1.3739204431886058,4,Website,16.313904561793475,6,PayPal,0
33.62851602388886,12.458180446572891,36.88248576009027,4.636384134589093,588.4184281215706,1.4672269859191165,1,Website,17.49760315630856,7,E-Wallet,1
33.22957297652533,12.921946462144426,37.34245656386117,4.734524832721526,441.04376095272625,1.5126406548021045,4,Website,13.272628007115733,3,Credit Card,1
31.585280450474826,12.508005828193497,35.234450137320366,2.342447978323667,467.980983476862,1.5115413029298002,4,Website,14.816426411367411,9,E-Wallet,0
32.30681649884534,11.728760346828922,36.95313747100032,4.726185727997483,598.0641938462447,1.5068614952998896,1,Website,18.512012592377207,2,PayPal,0
32.55516798600734,10.838836589865894,36.833773589301245,3.2006645557380216,517.9637431624446,1.4643638208120284,3,Website,15.910338517837555,1,Debit Card,2
33.63277909447328,11.529284104291293,36.280578419457406,2.058265608041668,526.1825678980379,1.4215257796405256,1,Website,15.644932772876418,2,Credit Card,0
32.08591167970925,12.091706808235244,38.979096056478376,2.6564782754763225,414.0424748537862,1.591689317558341,4,Website,12.904182963129633,5,PayPal,0
33.045280168527405,12.038730234013162,37.46001394018188,3.6413976369526,599.7789988535004,1.4979066275654713,2,Website,18.150216787229265,3,PayPal,0
34.07806079111607,12.370164352150598,36.39641783132482,4.3930227144280956,524.8204458280186,1.4310257406486153,4,Website,15.40053728540903,1,Debit Card,0
33.42768806938652,11.563430846009618,38.38437980978633,5.273145216485841,526.7104886198435,1.494204760799439,2,Website,15.756713043586505,4,Credit Card,2
32.759988975529836,12.414521903177489,36.24619380861996,3.2002417872800484,602.8168688505206,1.4853703323326726,1,Website,18.401009515015293,1,PayPal,0
33.17259452465803,12.859191056302516,37.6070274785245,3.0960404976706712,449.5763078503873,1.5213226236287967,1,Website,13.55264230285653,7,Credit Card,0
32.98171892789084,9.627777852197056,37.25175957520249,2.698376334186085,591.6691010930593,1.4213794475022368,3,Website,17.939304570105868,8,E-Wallet,0
33.018766578463946,11.81051178601933,35.12908090462749,3.919152786022725,555.3503647635152,1.4216034562981692,3,Website,16.81923409960853,7,Credit Card,0
33.946103169287476,12.468465978930805,35.99428931876941,2.604996514170929,655.8876581390189,1.4276382492570336,1,Website,19.32144184173779,7,Debit Card,0
34.54336191855703,12.177935978431204,38.22277786430738,4.232420441578966,465.4806325249489,1.4590564161522108,2,Website,13.475255640212835,4,Credit Card,0
33.67420784739783,11.863548162348588,37.341713628467815,4.49692083978555,242.21407731225702,1.4612151238657491,4,Website,7.1928663744639225,1,Credit Card,0
31.801686617764823,11.925676610839846,38.14706799957972,2.9641741991163473,466.84727995569403,1.5745310999463877,1,Website,14.679953474382936,2,E-Wallet,1
36.8772726727338,12.051783441377951,35.922580385038856,2.8741895814635723,526.5315840216718,1.3009195189721265,2,Website,14.2779426421894,8,Credit Card,0
33.443752596516696,10.724731316339618,35.77284799998878,4.309831916995542,407.649344418714,1.3903218301277385,3,Website,12.189102979465659,8,PayPal,0
32.63567648796904,11.155654202176978,36.27343922900757,3.7639057888990997,445.46086040232296,1.4532897287626017,4,Website,13.649505949923839,7,Debit Card,2
32.05097206857171,13.192297344709383,35.29939367433583,2.8731047712468416,463.50774574334633,1.5129553922826202,2,Website,14.461581531807864,4,E-Wallet,1
32.41177212906983,11.530860382881542,37.30613029281407,5.534442274542851,448.61654276121163,1.506767062325918,3,Website,13.84116058124608,4,Debit Card,0
31.30326489662239,12.206780937348258,37.457877831928045,2.6730339900614073,505.9663674137864,1.5865648178645766,4,Website,16.163373663568873,2,PayPal,0
33.174951548677704,11.277145965719281,35.77616280576187,2.636450727381375,277.08103420306236,1.418338432309078,1,Website,8.352115715873783,6,PayPal,1
34.09851419074785,11.208966946378583,35.7831812101661,4.931678567166189,355.30623636581333,1.3781289088923216,3,Website,10.419991744456146,1,Debit Card,1
34.347833527580086,11.682781026471138,36.48779619585676,3.0749162483041195,508.48256833484595,1.4024342229226376,2,Website,14.803919668661273,1,PayPal,1
32.23861452308095,13.186041907248939,35.20482423063501,2.0020505198451044,497.5667278693852,1.501021891100157,3,Website,15.433874415203444,3,Debit Card,2
33.894313014469084,9.93222807908272,37.46266872808536,3.866451332647053,473.0589155032395,1.398314129775569,3,Website,13.956881654491601,3,Debit Card,1
32.384711568910426,10.40544728673504,37.35446205300984,2.9424941073433115,595.0101555962859,1.474767167159048,2,Website,18.373180638962378,7,Credit Card,0
34.345253902229054,11.240992012738062,38.42563185168985,3.2176069639693368,436.20186560121016,1.4460986081458107,1,Website,12.700499080395502,5,Debit Card,1
33.27477222931936,12.23782580279733,39.13580642377005,3.153280530222088,533.0950735738634,1.5439213790109911,3,Website,16.02099842787618,5,Debit Card,1
31.06985323018575,12.632656791455782,35.92692837537095,3.4697623262261605,401.79443223365365,1.562916464621369,1,Website,12.93197071955565,8,E-Wallet,0
